tuition_in_state_usd,tuition_out_of_state_usd,admission_rate,sat_average,act_midpoint,name,city,state,country,source
25914.0,51038.0,0.3407,1473.0,33.0,William & Mary,Williamsburg,VA,United States,collegescorecard.ed.gov
21650.0,21650.0,0.3812,1153.0,26.0,Regent University,Virginia Beach,VA,United States,collegescorecard.ed.gov
,,,,,Central School of Practical Nursing,Norfolk,VA,United States,collegescorecard.ed.gov
5157.0,11595.0,,,,Central Virginia Community College,Lynchburg,VA,United States,collegescorecard.ed.gov
16828.0,31178.0,0.8604,1180.0,27.0,Christopher Newport University,Newport News,VA,United States,collegescorecard.ed.gov
18489.0,18489.0,,,,Bryant & Stratton College-Virginia Beach,Virginia Beach,VA,United States,collegescorecard.ed.gov
5022.0,11460.0,,,,Mountain Gateway Community College,Clifton Forge,VA,United States,collegescorecard.ed.gov
4992.0,11430.0,,,,Danville Community College,Danville,VA,United States,collegescorecard.ed.gov
16637.0,16637.0,,,,Centura College-Chesapeake,Chesapeake,VA,United States,collegescorecard.ed.gov
39000.0,39000.0,0.8365,1135.0,,Emory & Henry University,Emory,VA,United States,collegescorecard.ed.gov
43920.0,43920.0,1.0,,30.0,Eastern Mennonite University,Harrisonburg,VA,United States,collegescorecard.ed.gov
5082.0,11520.0,,,,Eastern Shore Community College,Melfa,VA,United States,collegescorecard.ed.gov
28520.0,28520.0,0.8898,,21.0,Ferrum College,Ferrum,VA,United States,collegescorecard.ed.gov
14220.0,38688.0,0.8748,1274.0,28.0,George Mason University,Fairfax,VA,United States,collegescorecard.ed.gov
5257.0,11648.0,,,,Germanna Community College,Locust Grove,VA,United States,collegescorecard.ed.gov
54550.0,54550.0,0.4092,1207.0,24.0,Hampden-Sydney College,Hampden-Sydney,VA,United States,collegescorecard.ed.gov
30592.0,30592.0,0.6225,969.0,,Hampton University,Hampton,VA,United States,collegescorecard.ed.gov
43560.0,43560.0,0.6795,1230.0,,Hollins University,Roanoke,VA,United States,collegescorecard.ed.gov
5280.0,11718.0,,,,J Sargeant Reynolds Community College,Richmond,VA,United States,collegescorecard.ed.gov
14250.0,31604.0,0.7152,1256.0,27.0,James Madison University,Harrisonburg,VA,United States,collegescorecard.ed.gov
5082.0,11520.0,,,,Brightpoint Community College,Chester,VA,United States,collegescorecard.ed.gov
22465.0,22465.0,0.9898,,,Liberty University,Lynchburg,VA,United States,collegescorecard.ed.gov
15744.0,27978.0,0.9022,1120.0,20.0,Longwood University,Farmville,VA,United States,collegescorecard.ed.gov
5072.0,11510.0,,,,Laurel Ridge Community College,Middletown,VA,United States,collegescorecard.ed.gov
36750.0,36750.0,0.4301,1125.0,,University of Lynchburg,Lynchburg,VA,United States,collegescorecard.ed.gov
12983.0,12983.0,1.0,,,Centra College,Lynchburg,VA,United States,collegescorecard.ed.gov
34152.0,34152.0,,,,Mary Baldwin University,Staunton,VA,United States,collegescorecard.ed.gov
14640.0,27560.0,0.7978,1272.0,29.0,University of Mary Washington,Fredericksburg,VA,United States,collegescorecard.ed.gov
40920.0,40920.0,0.9316,,,Marymount University,Arlington,VA,United States,collegescorecard.ed.gov
,,,,,Sovah School of Health Professions,Danville,VA,United States,collegescorecard.ed.gov
5007.0,11445.0,,,,Mountain Empire Community College,Big Stone Gap,VA,United States,collegescorecard.ed.gov
10961.0,10961.0,,,,American National University,Salem,VA,United States,collegescorecard.ed.gov
4979.0,11417.0,,,,New River Community College,Dublin,VA,United States,collegescorecard.ed.gov
,,,,,Sentara College of Health Sciences,Chesapeake,VA,United States,collegescorecard.ed.gov
16337.0,16337.0,,,,Tidewater Tech-Trades,Norfolk,VA,United States,collegescorecard.ed.gov
10180.0,21682.0,0.8777,927.0,18.0,Norfolk State University,Norfolk,VA,United States,collegescorecard.ed.gov
5891.0,12409.0,,,,Northern Virginia Community College,Annandale,VA,United States,collegescorecard.ed.gov
12750.0,33780.0,0.9036,1197.0,24.0,Old Dominion University,Norfolk,VA,United States,collegescorecard.ed.gov
5002.0,11440.0,,,,Patrick & Henry Community College,Martinsville,VA,United States,collegescorecard.ed.gov
5012.0,11450.0,,,,Paul D Camp Community College,Franklin,VA,United States,collegescorecard.ed.gov
,,,,,Southside College of Health Sciences,Colonial Heights,VA,United States,collegescorecard.ed.gov
5072.0,11510.0,,,,Piedmont Virginia Community College,Charlottesville,VA,United States,collegescorecard.ed.gov
12548.0,25633.0,0.8953,1060.0,21.0,Radford University,Radford,VA,United States,collegescorecard.ed.gov
,,,,,Sylvain Melloul International Hair Academy,Lynchburg,VA,United States,collegescorecard.ed.gov
49466.0,49466.0,0.8661,1095.0,,Randolph-Macon College,Ashland,VA,United States,collegescorecard.ed.gov
30310.0,30310.0,0.9371,1134.0,25.0,Randolph College,Lynchburg,VA,United States,collegescorecard.ed.gov
5102.0,11540.0,,,,Rappahannock Community College,Glenns,VA,United States,collegescorecard.ed.gov
14801.0,14801.0,,,,Fortis College-Norfolk,Norfolk,VA,United States,collegescorecard.ed.gov
9090.0,14970.0,0.8926,,,Richard Bland College,South Prince George,VA,United States,collegescorecard.ed.gov
,,,,,Bon Secours Memorial College of Nursing,Richmond,VA,United States,collegescorecard.ed.gov
65230.0,65230.0,0.222,1497.0,,University of Richmond,University of Richmond,VA,United States,collegescorecard.ed.gov
17250.0,17250.0,0.129,,,Riverside College of Health Sciences,Newport News,VA,United States,collegescorecard.ed.gov
38068.0,38068.0,0.8306,1211.0,25.0,Roanoke College,Salem,VA,United States,collegescorecard.ed.gov
,,,,,Bon Secours St Mary's Hospital School of Medical Imaging,Richmond,VA,United States,collegescorecard.ed.gov
36950.0,36950.0,0.7695,,,Shenandoah University,Winchester,VA,United States,collegescorecard.ed.gov
11739.0,11739.0,,,,Southeastern Free Will Baptist Bible College,Wendell,NC,United States,collegescorecard.ed.gov
21280.0,21280.0,0.9642,,22.0,Southern Virginia University,Buena Vista,VA,United States,collegescorecard.ed.gov
5007.0,11445.0,,,,Southside Virginia Community College,Alberta,VA,United States,collegescorecard.ed.gov
5075.0,11513.0,,,,Southwest Virginia Community College,Cedar Bluff,VA,United States,collegescorecard.ed.gov
,,,,,Staunton School of Cosmetology,Staunton,VA,United States,collegescorecard.ed.gov
13920.0,13920.0,,,,Strayer University-Virginia,Arlington,VA,United States,collegescorecard.ed.gov
26160.0,26160.0,0.7554,1230.0,25.0,Sweet Briar College,Sweet Briar,VA,United States,collegescorecard.ed.gov
5088.0,11526.0,,,,Virginia Peninsula Community College,Hampton,VA,United States,collegescorecard.ed.gov
5588.0,12296.0,,,,Tidewater Community College,Norfolk,VA,United States,collegescorecard.ed.gov
,,,,,Union Presbyterian Seminary,Richmond,VA,United States,collegescorecard.ed.gov
11780.0,28010.0,0.2854,1050.0,22.0,University of Virginia's College at Wise,Wise,VA,United States,collegescorecard.ed.gov
5022.0,11460.0,,,,Virginia Highlands Community College,Abingdon,VA,United States,collegescorecard.ed.gov
15948.0,37764.0,0.5478,1364.0,29.0,Virginia Polytechnic Institute and State University,Blacksburg,VA,United States,collegescorecard.ed.gov
5400.0,11838.0,,,,Virginia Western Community College,Roanoke,VA,United States,collegescorecard.ed.gov
16945.0,40109.0,0.9262,1137.0,25.0,Virginia Commonwealth University,Richmond,VA,United States,collegescorecard.ed.gov
21803.0,59512.0,0.1681,1480.0,34.0,University of Virginia-Main Campus,Charlottesville,VA,United States,collegescorecard.ed.gov
21046.0,52638.0,0.7125,1244.0,25.0,Virginia Military Institute,Lexington,VA,United States,collegescorecard.ed.gov
11360.0,11360.0,,,,Virginia University of Lynchburg,Lynchburg,VA,United States,collegescorecard.ed.gov
10043.0,22650.0,0.8863,948.0,18.0,Virginia State University,Petersburg,VA,United States,collegescorecard.ed.gov
17450.0,17450.0,0.9799,850.0,16.0,Virginia Union University,Richmond,VA,United States,collegescorecard.ed.gov
37500.0,37500.0,0.7287,,29.0,Virginia Wesleyan University,Virginia Beach,VA,United States,collegescorecard.ed.gov
68045.0,68045.0,0.1397,1498.0,34.0,Washington and Lee University,Lexington,VA,United States,collegescorecard.ed.gov
5007.0,11445.0,,,,Wytheville Community College,Wytheville,VA,United States,collegescorecard.ed.gov
4436.0,10502.0,,,,Bellevue College,Bellevue,WA,United States,collegescorecard.ed.gov
4431.0,5809.0,,,,Bellingham Technical College,Bellingham,WA,United States,collegescorecard.ed.gov
5059.0,5619.0,,,,Big Bend Community College,Moses Lake,WA,United States,collegescorecard.ed.gov
9417.0,27526.0,0.9062,,,Central Washington University,Ellensburg,WA,United States,collegescorecard.ed.gov
5266.0,5651.0,,,,Centralia College,Centralia,WA,United States,collegescorecard.ed.gov
,,,,,City University of Seattle,Seattle,WA,United States,collegescorecard.ed.gov
,,,,,Paul Mitchell the School-Richland,Richland,WA,United States,collegescorecard.ed.gov
5233.0,11183.0,,,,Clark College,Vancouver,WA,United States,collegescorecard.ed.gov
6634.0,6634.0,,,,Clover Park Technical College,Lakewood,WA,United States,collegescorecard.ed.gov
6555.0,8668.0,,,,Columbia Basin College,Pasco,WA,United States,collegescorecard.ed.gov
,,,,,Divers Institute of Technology,Seattle,WA,United States,collegescorecard.ed.gov
8586.0,25959.0,0.9075,,,Eastern Washington University,Cheney,WA,United States,collegescorecard.ed.gov
4810.0,10875.0,,,,Edmonds College,Lynnwood,WA,United States,collegescorecard.ed.gov
5032.0,11171.0,,,,Everett Community College,Everett,WA,United States,collegescorecard.ed.gov
9264.0,31905.0,0.9637,1216.0,23.0,The Evergreen State College,Olympia,WA,United States,collegescorecard.ed.gov
5418.0,5976.0,,,,Pierce College District,Lakewood,WA,United States,collegescorecard.ed.gov
55480.0,55480.0,0.8169,1335.0,29.0,Gonzaga University,Spokane,WA,United States,collegescorecard.ed.gov
5593.0,12553.0,,,,Grays Harbor College,Aberdeen,WA,United States,collegescorecard.ed.gov
4711.0,5263.0,,,,Green River College,Auburn,WA,United States,collegescorecard.ed.gov
,,,,,Toni & Guy Hairdressing Academy-Shoreline,Shoreline,WA,United States,collegescorecard.ed.gov
20928.0,20928.0,,,,Heritage University,Toppenish,WA,United States,collegescorecard.ed.gov
4772.0,5332.0,,,,Highline College,Des Moines,WA,United States,collegescorecard.ed.gov
,,,,,Bastyr University,Kenmore,WA,United States,collegescorecard.ed.gov
6027.0,12165.0,,,,Bates Technical College,Tacoma,WA,United States,collegescorecard.ed.gov
5997.0,12062.0,,,,Lake Washington Institute of Technology,Kirkland,WA,United States,collegescorecard.ed.gov
4626.0,6003.0,,,,Lower Columbia College,Longview,WA,United States,collegescorecard.ed.gov
5238.0,5796.0,,,,North Seattle College,Seattle,WA,United States,collegescorecard.ed.gov
36035.0,36035.0,0.832,1150.0,28.0,Northwest University,Kirkland,WA,United States,collegescorecard.ed.gov
4197.0,9740.0,,,,Olympic College,Bremerton,WA,United States,collegescorecard.ed.gov
,,,,,Perry Technical Institute,Yakima,WA,United States,collegescorecard.ed.gov
52254.0,52254.0,0.7802,1168.0,25.0,Pacific Lutheran University,Tacoma,WA,United States,collegescorecard.ed.gov
4718.0,5270.0,,,,Peninsula College,Port Angeles,WA,United States,collegescorecard.ed.gov
62898.0,62898.0,0.7225,1296.0,29.0,University of Puget Sound,Tacoma,WA,United States,collegescorecard.ed.gov
6308.0,7369.0,,,,Renton Technical College,Renton,WA,United States,collegescorecard.ed.gov
45510.0,45510.0,0.898,1093.0,21.0,Saint Martin's University,Lacey,WA,United States,collegescorecard.ed.gov
5238.0,5796.0,,,,South Seattle College,Seattle,WA,United States,collegescorecard.ed.gov
5184.0,5745.0,,,,Seattle Central College,Seattle,WA,United States,collegescorecard.ed.gov
40407.0,40407.0,0.834,,24.0,Seattle Pacific University,Seattle,WA,United States,collegescorecard.ed.gov
56721.0,56721.0,0.7692,1307.0,28.0,Seattle University,Seattle,WA,United States,collegescorecard.ed.gov
5115.0,7905.0,,,,Shoreline College,Shoreline,WA,United States,collegescorecard.ed.gov
5400.0,7500.0,,,,Skagit Valley College,Mount Vernon,WA,United States,collegescorecard.ed.gov
5252.0,5813.0,,,,South Puget Sound Community College,Olympia,WA,United States,collegescorecard.ed.gov
5461.0,6612.0,,,,Spokane Community College,Spokane,WA,United States,collegescorecard.ed.gov
5461.0,6612.0,,,,Spokane Falls Community College,Spokane,WA,United States,collegescorecard.ed.gov
,,,,,Stylemaster College of Hair Design,Longview,WA,United States,collegescorecard.ed.gov
5507.0,11646.0,,,,Tacoma Community College,Tacoma,WA,United States,collegescorecard.ed.gov
5279.0,6700.0,,,,Walla Walla Community College,Walla Walla,WA,United States,collegescorecard.ed.gov
34227.0,34227.0,,,,Walla Walla University,College Place,WA,United States,collegescorecard.ed.gov
13391.0,29950.0,0.8664,,,Washington State University,Pullman,WA,United States,collegescorecard.ed.gov
12973.0,43209.0,0.3915,,,University of Washington-Seattle Campus,Seattle,WA,United States,collegescorecard.ed.gov
5267.0,5636.0,,,,Wenatchee Valley College,Wenatchee,WA,United States,collegescorecard.ed.gov
9582.0,28707.0,0.9325,1289.0,26.0,Western Washington University,Bellingham,WA,United States,collegescorecard.ed.gov
5115.0,11037.0,,,,Whatcom Community College,Bellingham,WA,United States,collegescorecard.ed.gov
64050.0,64050.0,0.3815,1410.0,31.0,Whitman College,Walla Walla,WA,United States,collegescorecard.ed.gov
52880.0,52880.0,0.8978,1220.0,25.0,Whitworth University,Spokane,WA,United States,collegescorecard.ed.gov
5312.0,5873.0,,,,Yakima Valley College,Yakima,WA,United States,collegescorecard.ed.gov
,,,,,Appalachian Beauty School,Belfry,KY,United States,collegescorecard.ed.gov
18760.0,18760.0,0.7778,1039.0,23.0,Appalachian Bible College,Mount Hope,WV,United States,collegescorecard.ed.gov
,,,,,B M Spurr School of Practical Nursing,Glen Dale,WV,United States,collegescorecard.ed.gov
,,,,,Ben Franklin Career Center,Dunbar,WV,United States,collegescorecard.ed.gov
36765.0,36765.0,0.5879,,22.0,Bethany College,Bethany,WV,United States,collegescorecard.ed.gov
10648.0,18376.0,0.9723,989.0,20.0,Bluefield State University,Bluefield,WV,United States,collegescorecard.ed.gov
,,,,,Cabell County Career Technology Center,Huntington,WV,United States,collegescorecard.ed.gov
,,,,,Charleston School of Beauty Culture,Charleston,WV,United States,collegescorecard.ed.gov
33800.0,33800.0,0.6152,,,University of Charleston,Charleston,WV,United States,collegescorecard.ed.gov
,,,,,Clarksburg Beauty Academy and School of Massage Therapy,Clarksburg,WV,United States,collegescorecard.ed.gov
10664.0,22000.0,0.9256,977.0,21.0,Concord University,Athens,WV,United States,collegescorecard.ed.gov
31820.0,31820.0,0.9433,,,Davis & Elkins College,Elkins,WV,United States,collegescorecard.ed.gov
8708.0,18924.0,0.9862,996.0,20.0,Fairmont State University,Fairmont,WV,United States,collegescorecard.ed.gov
9578.0,11354.0,,,,Glenville State University,Glenville,WV,United States,collegescorecard.ed.gov
10050.0,10050.0,,,,Ameritas College,Huntington,WV,United States,collegescorecard.ed.gov
,,,,,James Rumsey Technical Institute,Martinsburg,WV,United States,collegescorecard.ed.gov
,,,,,Ralph R Willis Career and Technical Center,Stollings,WV,United States,collegescorecard.ed.gov
9162.0,20342.0,0.9573,1061.0,22.0,Marshall University,Huntington,WV,United States,collegescorecard.ed.gov
,,,,,Mercer County Technical Education Center,Princeton,WV,United States,collegescorecard.ed.gov
,,0.5833,,,Monongalia County Technical Education Center,Morgantown,WV,United States,collegescorecard.ed.gov
,,,,,Morgantown Beauty College Inc,Morgantown,WV,United States,collegescorecard.ed.gov
4612.0,9124.0,,,,West Virginia University at Parkersburg,Parkersburg,WV,United States,collegescorecard.ed.gov
5280.0,13200.0,,,,Potomac State College of West Virginia University,Keyser,WV,United States,collegescorecard.ed.gov
,,,,,Academy of Careers and Technology,Beckley,WV,United States,collegescorecard.ed.gov
11900.0,11900.0,,,,Salem University,Salem,WV,United States,collegescorecard.ed.gov
9056.0,19082.0,0.9678,1034.0,23.0,Shepherd University,Shepherdstown,WV,United States,collegescorecard.ed.gov
5136.0,7872.0,,,,Southern West Virginia Community and Technical College,Logan,WV,United States,collegescorecard.ed.gov
,,,,,Fred W Eberle Technical Center,Buckhannon,WV,United States,collegescorecard.ed.gov
,,,,,West Virginia School of Osteopathic Medicine,Lewisburg,WV,United States,collegescorecard.ed.gov
9570.0,14990.0,0.9596,955.0,,West Virginia State University,Institute,WV,United States,collegescorecard.ed.gov
,,,,,West Virginia University Hospital Departments of Rad Tech and Nutrition,Morgantown,WV,United States,collegescorecard.ed.gov
8893.0,17442.0,0.9727,1045.0,21.0,West Liberty University,West Liberty,WV,United States,collegescorecard.ed.gov
8424.0,21072.0,0.3668,1033.0,22.0,West Virginia University Institute of Technology,Beckley,WV,United States,collegescorecard.ed.gov
34090.0,34090.0,0.9334,1052.0,21.0,West Virginia Wesleyan College,Buckhannon,WV,United States,collegescorecard.ed.gov
14798.0,14798.0,,,,West Virginia Junior College-Charleston,Cross Lanes,WV,United States,collegescorecard.ed.gov
14798.0,14798.0,,,,West Virginia Junior College-Morgantown,Morgantown,WV,United States,collegescorecard.ed.gov
