tuition_in_state_usd,tuition_out_of_state_usd,admission_rate,sat_average,act_midpoint,name,city,state,country,source
40572.0,40572.0,0.6773,1256.0,26.0,Lipscomb University,Nashville,TN,United States,collegescorecard.ed.gov
,,,,,Tennessee College of Applied Technology-Dickson,Dickson,TN,United States,collegescorecard.ed.gov
4758.0,17742.0,,,,Dyersburg State Community College,Dyersburg,TN,United States,collegescorecard.ed.gov
10472.0,14522.0,0.8619,1144.0,23.0,East Tennessee State University,Johnson City,TN,United States,collegescorecard.ed.gov
12709.0,12709.0,,,,Chattanooga College Medical Dental and & Technical Careers,Chattanooga,TN,United States,collegescorecard.ed.gov
,,,,,Tennessee College of Applied Technology-Elizabethton,Elizabethton,TN,United States,collegescorecard.ed.gov
,,,,,The Hair Academy LLC,Fayetteville,TN,United States,collegescorecard.ed.gov
25858.0,25858.0,0.3742,1200.0,23.0,Fisk University,Nashville,TN,United States,collegescorecard.ed.gov
21400.0,21400.0,,,,Welch College,Gallatin,TN,United States,collegescorecard.ed.gov
25620.0,25620.0,0.5968,1109.0,24.0,Freed-Hardeman University,Henderson,TN,United States,collegescorecard.ed.gov
,,,,,Tennessee College of Applied Technology-Harriman,Harriman,TN,United States,collegescorecard.ed.gov
,,,,,Tennessee College of Applied Technology-Hartsville,Hartsville,TN,United States,collegescorecard.ed.gov
,,,,,Tennessee College of Applied Technology-Hohenwald,Hohenwald,TN,United States,collegescorecard.ed.gov
,,,,,Tennessee College of Applied Technology-Jacksboro,Jacksboro,TN,United States,collegescorecard.ed.gov
4740.0,17724.0,,,,Jackson State Community College,Jackson,TN,United States,collegescorecard.ed.gov
12223.0,12223.0,1.0,1020.0,21.0,John A Gupton College,Nashville,TN,United States,collegescorecard.ed.gov
21122.0,21122.0,0.6511,1078.0,22.0,Johnson University,Knoxville,TN,United States,collegescorecard.ed.gov
,,,,,Paul Mitchell the School-Murfreesboro,Murfreesboro,TN,United States,collegescorecard.ed.gov
36194.0,36194.0,0.9972,,21.0,King University,Bristol,TN,United States,collegescorecard.ed.gov
18535.0,18535.0,,,,South College,Knoxville,TN,United States,collegescorecard.ed.gov
11790.0,11790.0,,,,Lane College,Jackson,TN,United States,collegescorecard.ed.gov
12076.0,12076.0,0.9923,,15.0,Le Moyne-Owen College,Memphis,TN,United States,collegescorecard.ed.gov
23790.0,23790.0,0.7052,1145.0,24.0,Lee University,Cleveland,TN,United States,collegescorecard.ed.gov
26938.0,26938.0,0.6259,1092.0,22.0,Lincoln Memorial University,Harrogate,TN,United States,collegescorecard.ed.gov
,,,,,Tennessee College of Applied Technology-Livingston,Livingston,TN,United States,collegescorecard.ed.gov
10924.0,10924.0,0.8671,1083.0,21.0,The University of Tennessee Southern,Pulaski,TN,United States,collegescorecard.ed.gov
39284.0,39284.0,0.6092,,24.0,Maryville College,Maryville,TN,United States,collegescorecard.ed.gov
,,,,,Genesis Career College-Cookeville,Cookeville,TN,United States,collegescorecard.ed.gov
,,,,,Meharry Medical College,Nashville,TN,United States,collegescorecard.ed.gov
,,,,,Tennessee College of Applied Technology-Memphis,Memphis,TN,United States,collegescorecard.ed.gov
10728.0,15384.0,0.7203,1088.0,,University of Memphis,Memphis,TN,United States,collegescorecard.ed.gov
,,,,,Memphis Theological Seminary,Memphis,TN,United States,collegescorecard.ed.gov
10266.0,31574.0,0.6909,1121.0,23.0,Middle Tennessee State University,Murfreesboro,TN,United States,collegescorecard.ed.gov
,,,,,Middle Tennessee School of Anesthesia Inc,Madison,TN,United States,collegescorecard.ed.gov
,,,,,Tennessee College of Applied Technology-Morristown,Morristown,TN,United States,collegescorecard.ed.gov
4738.0,17722.0,,,,Motlow State Community College,Tullahoma,TN,United States,collegescorecard.ed.gov
,,,,,Tennessee College of Applied Technology-Murfreesboro,Murfreesboro,TN,United States,collegescorecard.ed.gov
,,,,,Nashville Auto-Diesel College,Nashville,TN,United States,collegescorecard.ed.gov
4730.0,17714.0,,,,Nashville State Community College,Nashville,TN,United States,collegescorecard.ed.gov
,,,,,Tennessee College of Applied Technology Northwest,Newbern,TN,United States,collegescorecard.ed.gov
,,,,,Tennessee College of Applied Technology-Henry/Carroll,Paris,TN,United States,collegescorecard.ed.gov
,,,,,Tennessee College of Applied Technology-Pulaski,Pulaski,TN,United States,collegescorecard.ed.gov
57110.0,57110.0,0.5035,1362.0,30.0,Rhodes College,Memphis,TN,United States,collegescorecard.ed.gov
4998.0,18630.0,,,,Roane State Community College,Harriman,TN,United States,collegescorecard.ed.gov
,,,,,Tennessee College of Applied Technology Crump,Crump,TN,United States,collegescorecard.ed.gov
4778.0,17750.0,,,,Southwest Tennessee Community College,Memphis,TN,United States,collegescorecard.ed.gov
,,,,,Tennessee College of Applied Technology-Shelbyville,Shelbyville,TN,United States,collegescorecard.ed.gov
56120.0,56120.0,0.569,1344.0,29.0,The University of the South,Sewanee,TN,United States,collegescorecard.ed.gov
,,,,,Tennessee College of Applied Technology-Oneida-Huntsville,Huntsville,TN,United States,collegescorecard.ed.gov
,,,,,Tennessee College of Applied Technology-Upper Cumberland,Crossville,TN,United States,collegescorecard.ed.gov
,,,,,Tennessee College of Applied Technology-McMinnville,McMinnville,TN,United States,collegescorecard.ed.gov
,,,,,Tennessee College of Applied Technology-Jackson,Jackson,TN,United States,collegescorecard.ed.gov
,,,,,Tennessee College of Applied Technology-Knoxville,Knoxville,TN,United States,collegescorecard.ed.gov
4786.0,17770.0,,,,Pellissippi State Community College,Knoxville,TN,United States,collegescorecard.ed.gov
27300.0,27300.0,0.655,1129.0,,Southern Adventist University,Collegedale,TN,United States,collegescorecard.ed.gov
,,,,,Southern College of Optometry,Memphis,TN,United States,collegescorecard.ed.gov
30814.0,30814.0,0.6885,1090.0,21.0,Tennessee Wesleyan University,Athens,TN,United States,collegescorecard.ed.gov
10448.0,18512.0,0.8109,1147.0,23.0,The University of Tennessee-Chattanooga,Chattanooga,TN,United States,collegescorecard.ed.gov
13812.0,33256.0,0.416,1311.0,28.0,The University of Tennessee-Knoxville,Knoxville,TN,United States,collegescorecard.ed.gov
10560.0,16600.0,0.882,1120.0,22.0,The University of Tennessee-Martin,Martin,TN,United States,collegescorecard.ed.gov
,,,,,Tennessee School of Beauty of Knoxville Inc,Knoxville,TN,United States,collegescorecard.ed.gov
8616.0,22416.0,0.7011,1000.0,,Tennessee State University,Nashville,TN,United States,collegescorecard.ed.gov
11376.0,15576.0,0.7613,1151.0,,Tennessee Technological University,Cookeville,TN,United States,collegescorecard.ed.gov
31300.0,31300.0,0.6944,1091.0,,Trevecca Nazarene University,Nashville,TN,United States,collegescorecard.ed.gov
4782.0,17766.0,,,,Northeast State Community College,Blountville,TN,United States,collegescorecard.ed.gov
29250.0,29250.0,0.7217,,22.0,Tusculum University,Greeneville,TN,United States,collegescorecard.ed.gov
40025.0,40025.0,0.6041,1256.0,27.0,Union University,Jackson,TN,United States,collegescorecard.ed.gov
67498.0,67498.0,0.0586,1549.0,35.0,Vanderbilt University,Nashville,TN,United States,collegescorecard.ed.gov
4756.0,17740.0,,,,Volunteer State Community College,Gallatin,TN,United States,collegescorecard.ed.gov
4752.0,17736.0,,,,Walters State Community College,Morristown,TN,United States,collegescorecard.ed.gov
9723.0,9723.0,,,,William R Moore College of Technology,Memphis,TN,United States,collegescorecard.ed.gov
44200.0,44200.0,0.6603,1194.0,25.0,Abilene Christian University,Abilene,TX,United States,collegescorecard.ed.gov
1906.0,4402.0,,,,Alvin Community College,Alvin,TX,United States,collegescorecard.ed.gov
2136.0,4704.0,,,,Amarillo College,Amarillo,TX,United States,collegescorecard.ed.gov
,,,,,Amberton University,Garland,TX,United States,collegescorecard.ed.gov
3430.0,6490.0,,,,Angelina College,Lufkin,TX,United States,collegescorecard.ed.gov
8460.0,18300.0,0.8301,1054.0,21.0,Angelo State University,San Angelo,TX,United States,collegescorecard.ed.gov
20830.0,20830.0,,,,Arlington Baptist University,Arlington,TX,United States,collegescorecard.ed.gov
,,,,,Arlington Career Institute,Arlington,TX,United States,collegescorecard.ed.gov
48680.0,48680.0,0.4765,1212.0,26.0,Austin College,Sherman,TX,United States,collegescorecard.ed.gov
2550.0,10590.0,,,,Austin Community College District,Austin,TX,United States,collegescorecard.ed.gov
,,,,,Austin Presbyterian Theological Seminary,Austin,TX,United States,collegescorecard.ed.gov
,,,,,Baldwin Beauty School-South Austin,Austin,TX,United States,collegescorecard.ed.gov
13760.0,13760.0,1.0,,,Baptist Health System School of Health Professions,San Antonio,TX,United States,collegescorecard.ed.gov
10050.0,10050.0,0.2857,,,Baptist Missionary Association Theological Seminary,Jacksonville,TX,United States,collegescorecard.ed.gov
,,,,,Baylor College of Medicine,Houston,TX,United States,collegescorecard.ed.gov
58100.0,58100.0,0.5128,1329.0,29.0,Baylor University,Waco,TX,United States,collegescorecard.ed.gov
2916.0,5226.0,,,,Coastal Bend College,Beeville,TX,United States,collegescorecard.ed.gov
4890.0,11370.0,,,,Blinn College District,Brenham,TX,United States,collegescorecard.ed.gov
15025.0,15025.0,,,,Remington College-Dallas Campus,Dallas,TX,United States,collegescorecard.ed.gov
16324.0,16324.0,0.8095,,,Vet Tech Institute of Houston,Houston,TX,United States,collegescorecard.ed.gov
2388.0,4711.0,,,,Brazosport College,Lake Jackson,TX,United States,collegescorecard.ed.gov
3750.0,7500.0,,,,Central Texas College,Killeen,TX,United States,collegescorecard.ed.gov
,,,,,Charles and Sues School of Hair Design,Bryan,TX,United States,collegescorecard.ed.gov
4710.0,7140.0,,,,Cisco College,Cisco,TX,United States,collegescorecard.ed.gov
3720.0,5400.0,,,,Clarendon College,Clarendon,TX,United States,collegescorecard.ed.gov
23500.0,23500.0,0.9125,,20.0,Concordia University Texas,Austin,TX,United States,collegescorecard.ed.gov
,,,,,BK Cosmo College of Cosmetology,Kerrville,TX,United States,collegescorecard.ed.gov
3600.0,5739.0,,,,North Central Texas College,Gainesville,TX,United States,collegescorecard.ed.gov
9748.0,20794.0,0.8858,1086.0,22.0,Texas A & M University-Corpus Christi,Corpus Christi,TX,United States,collegescorecard.ed.gov
,,,,,Paul Mitchell the School-Dallas,Carrollton,TX,United States,collegescorecard.ed.gov
40190.0,40190.0,0.8884,1120.0,23.0,Dallas Baptist University,Dallas,TX,United States,collegescorecard.ed.gov
21730.0,21730.0,0.218,931.0,,Dallas Christian College,Dallas,TX,United States,collegescorecard.ed.gov
17640.0,17640.0,,,,Dallas Institute of Funeral Service,Dallas,TX,United States,collegescorecard.ed.gov
,,,,,Dallas Theological Seminary,Dallas,TX,United States,collegescorecard.ed.gov
53930.0,53930.0,0.5344,1227.0,28.0,University of Dallas,Irving,TX,United States,collegescorecard.ed.gov
3440.0,6050.0,,,,Del Mar College,Corpus Christi,TX,United States,collegescorecard.ed.gov
30680.0,30680.0,0.5776,,,East Texas Baptist University,Marshall,TX,United States,collegescorecard.ed.gov
8349.0,45080.0,0.6354,,21.0,Texas A&M University-Texarkana,Texarkana,TX,United States,collegescorecard.ed.gov
10026.0,22326.0,0.9224,1076.0,21.0,East Texas A&M University,Commerce,TX,United States,collegescorecard.ed.gov
2730.0,6900.0,,,,Dallas College,Dallas,TX,United States,collegescorecard.ed.gov
4080.0,6630.0,,,,El Paso Community College,El Paso,TX,United States,collegescorecard.ed.gov
,,,,,Western Technical College,El Paso,TX,United States,collegescorecard.ed.gov
,,,,,Western Technical College,El Paso,TX,United States,collegescorecard.ed.gov
,,,,,Episcopal Theological Seminary of the Southwest,Austin,TX,United States,collegescorecard.ed.gov
3712.0,4882.0,,,,Frank Phillips College,Borger,TX,United States,collegescorecard.ed.gov
2726.0,6176.0,,,,Galveston College,Galveston,TX,United States,collegescorecard.ed.gov
,,,,,Graham's Barber College,DALLAS,TX,United States,collegescorecard.ed.gov
3052.0,6352.0,,,,Grayson College,Denison,TX,United States,collegescorecard.ed.gov
,,0.5134,,,Hallmark University,San Antonio,TX,United States,collegescorecard.ed.gov
32960.0,32960.0,0.9,1108.0,21.0,Hardin-Simmons University,Abilene,TX,United States,collegescorecard.ed.gov
2640.0,5970.0,,,,Trinity Valley Community College,Athens,TX,United States,collegescorecard.ed.gov
3570.0,3570.0,,,,Hill College,Hillsboro,TX,United States,collegescorecard.ed.gov
39430.0,39430.0,0.8444,1084.0,25.0,Houston Christian University,Houston,TX,United States,collegescorecard.ed.gov
7770.0,21114.0,0.9052,1060.0,20.0,University of Houston-Clear Lake,Houston,TX,United States,collegescorecard.ed.gov
2040.0,5460.0,,,,Houston City College,Houston,TX,United States,collegescorecard.ed.gov
7708.0,17548.0,0.8996,1029.0,,University of Houston-Downtown,Houston,TX,United States,collegescorecard.ed.gov
7149.0,16989.0,0.959,,,Texas A&M University-Victoria,Victoria,TX,United States,collegescorecard.ed.gov
9717.0,22547.0,0.7392,1250.0,26.0,University of Houston,Houston,TX,United States,collegescorecard.ed.gov
2766.0,6716.0,,,,Howard College,Big Spring,TX,United States,collegescorecard.ed.gov
34982.0,34982.0,0.6737,1026.0,,Howard Payne University,Brownwood,TX,United States,collegescorecard.ed.gov
26709.0,26709.0,0.3909,1014.0,17.0,Huston-Tillotson University,Austin,TX,United States,collegescorecard.ed.gov
37090.0,37090.0,0.9814,,20.0,University of the Incarnate Word,San Antonio,TX,United States,collegescorecard.ed.gov
8850.0,8850.0,,,,Jacksonville College-Main Campus,Jacksonville,TX,United States,collegescorecard.ed.gov
11720.0,11720.0,,,,Jarvis Christian University,Hawkins,TX,United States,collegescorecard.ed.gov
20521.0,20521.0,0.6818,,,KD Conservatory College of Film and Dramatic Arts,Dallas,TX,United States,collegescorecard.ed.gov
2160.0,5256.0,,,,Kilgore College,Kilgore,TX,United States,collegescorecard.ed.gov
8905.0,18745.0,0.8641,1061.0,20.0,Lamar University,Beaumont,TX,United States,collegescorecard.ed.gov
3540.0,17280.0,,,,Lamar State College-Orange,Orange,TX,United States,collegescorecard.ed.gov
1770.0,8070.0,,,,Lamar State College-Port Arthur,Port Arthur,TX,United States,collegescorecard.ed.gov
3300.0,5748.0,,,,Laredo College,Laredo,TX,United States,collegescorecard.ed.gov
7894.0,19454.0,0.4437,993.0,18.0,Texas A & M International University,Laredo,TX,United States,collegescorecard.ed.gov
2520.0,5190.0,,,,Lee College,Baytown,TX,United States,collegescorecard.ed.gov
37160.0,37160.0,0.3801,1208.0,26.0,LeTourneau University,Longview,TX,United States,collegescorecard.ed.gov
,,,,,Lincoln College of Technology-Grand Prairie,Grand Prairie,TX,United States,collegescorecard.ed.gov
28540.0,28540.0,0.731,1100.0,23.0,Lubbock Christian University,Lubbock,TX,United States,collegescorecard.ed.gov
2310.0,4140.0,,,,College of the Mainland,Texas City,TX,United States,collegescorecard.ed.gov
32020.0,32020.0,0.9576,1099.0,22.0,University of Mary Hardin-Baylor,Belton,TX,United States,collegescorecard.ed.gov
3660.0,5910.0,,,,McLennan Community College,Waco,TX,United States,collegescorecard.ed.gov
32340.0,32340.0,0.5704,1043.0,24.0,McMurry University,Abilene,TX,United States,collegescorecard.ed.gov
,,,,,Covenant School of Nursing and Allied Health,Lubbock,TX,United States,collegescorecard.ed.gov
3180.0,6180.0,,,,Midland College,Midland,TX,United States,collegescorecard.ed.gov
10580.0,12530.0,0.9352,,,Midwestern State University,Wichita Falls,TX,United States,collegescorecard.ed.gov
,,,,,William Edge Institute,New Braunfels,TX,United States,collegescorecard.ed.gov
17692.0,17692.0,,,,Wade College,Dallas,TX,United States,collegescorecard.ed.gov
,,,,,Southern Careers Institute-Austin,Austin,TX,United States,collegescorecard.ed.gov
,,,,,Tint School of Makeup & Cosmetology,Irving,TX,United States,collegescorecard.ed.gov
3008.0,6578.0,,,,Navarro College,Corsicana,TX,United States,collegescorecard.ed.gov
3330.0,9390.0,,,,Lone Star College System,The Woodlands,TX,United States,collegescorecard.ed.gov
11309.0,21149.0,0.7223,1109.0,23.0,University of North Texas,Denton,TX,United States,collegescorecard.ed.gov
2980.0,5620.0,,,,Northeast Texas Community College,Mount Pleasant,TX,United States,collegescorecard.ed.gov
,,,,,Oblate School of Theology,San Antonio,TX,United States,collegescorecard.ed.gov
,,,,,Ocean Corporation,Houston,TX,United States,collegescorecard.ed.gov
2688.0,4926.0,,,,Odessa College,Odessa,TX,United States,collegescorecard.ed.gov
,,,,,Ogle School Hair Skin Nails-Arlington,Arlington,TX,United States,collegescorecard.ed.gov
,,,,,Ogle School Hair Skin Nails-Ft Worth,Fort Worth,TX,United States,collegescorecard.ed.gov
32106.0,32106.0,,,19.0,Our Lady of the Lake University,San Antonio,TX,United States,collegescorecard.ed.gov
9987.0,19827.0,0.9419,985.0,,The University of Texas Rio Grande Valley,Edinburg,TX,United States,collegescorecard.ed.gov
3148.0,4948.0,,,,Texas Southmost College,Brownsville,TX,United States,collegescorecard.ed.gov
2352.0,5232.0,,,,Panola College,Carthage,TX,United States,collegescorecard.ed.gov
2700.0,5700.0,,,,Paris Junior College,Paris,TX,United States,collegescorecard.ed.gov
13498.0,13498.0,0.4028,,,Paul Quinn College,Dallas,TX,United States,collegescorecard.ed.gov
11299.0,26874.0,0.7931,980.0,19.0,Prairie View A & M University,Prairie View,TX,United States,collegescorecard.ed.gov
2766.0,9066.0,,,,Ranger College,Ranger,TX,United States,collegescorecard.ed.gov
16757.0,16757.0,,,,Aviation Institute of Maintenance-Houston,Houston,TX,United States,collegescorecard.ed.gov
64144.0,64144.0,0.08,1553.0,35.0,Rice University,Houston,TX,United States,collegescorecard.ed.gov
51384.0,51384.0,0.8142,1138.0,,Saint Edward's University,Austin,TX,United States,collegescorecard.ed.gov
3412.0,9952.0,,,,St Philip's College,San Antonio,TX,United States,collegescorecard.ed.gov
34634.0,34634.0,0.8992,1090.0,21.0,University of St Thomas,Houston,TX,United States,collegescorecard.ed.gov
9228.0,19068.0,0.9026,1041.0,21.0,Sam Houston State University,Huntsville,TX,United States,collegescorecard.ed.gov
3412.0,9952.0,,,,San Antonio College,San Antonio,TX,United States,collegescorecard.ed.gov
2490.0,6690.0,,,,San Jacinto Community College,Pasadena,TX,United States,collegescorecard.ed.gov
39266.0,39266.0,0.882,,21.0,Schreiner University,Kerrville,TX,United States,collegescorecard.ed.gov
,,,,,Seguin Beauty School-Seguin,Seguin,TX,United States,collegescorecard.ed.gov
37434.0,37434.0,0.9776,1089.0,,St. Mary's University,San Antonio,TX,United States,collegescorecard.ed.gov
2731.0,5155.0,,,,South Plains College,Levelland,TX,United States,collegescorecard.ed.gov
,,,,,South Texas College of Law Houston,Houston,TX,United States,collegescorecard.ed.gov
,,,,,South Texas Vocational Technical Institute-Weslaco,Weslaco,TX,United States,collegescorecard.ed.gov
,,,,,Miller-Motte College-STVT-McAllen,McAllen,TX,United States,collegescorecard.ed.gov
67040.0,67040.0,0.6335,1428.0,33.0,Southern Methodist University,Dallas,TX,United States,collegescorecard.ed.gov
,,,,,Southwest School of Business and Technical Careers-San Antonio,San Antonio,TX,United States,collegescorecard.ed.gov
2646.0,6294.0,,,,Southwest Texas College,Uvalde,TX,United States,collegescorecard.ed.gov
25064.0,25064.0,0.8902,980.0,20.0,Nelson University,Waxahachie,TX,United States,collegescorecard.ed.gov
53813.0,53813.0,0.4305,1241.0,28.0,Southwestern University,Georgetown,TX,United States,collegescorecard.ed.gov
11128.0,23426.0,0.9399,1066.0,21.0,Stephen F Austin State University,Nacogdoches,TX,United States,collegescorecard.ed.gov
11450.0,22930.0,0.8932,1103.0,22.0,Texas State University,San Marcos,TX,United States,collegescorecard.ed.gov
25380.0,25380.0,0.7836,1031.0,21.0,Southwestern Adventist University,Keene,TX,United States,collegescorecard.ed.gov
14638.0,14638.0,,,,Southwestern Christian College,Terrell,TX,United States,collegescorecard.ed.gov
7592.0,17672.0,0.9871,1024.0,16.0,Sul Ross State University,Alpine,TX,United States,collegescorecard.ed.gov
8302.0,18142.0,0.8955,1075.0,20.0,Tarleton State University,Stephenville,TX,United States,collegescorecard.ed.gov
1863.0,8370.0,,,,Tarrant County College District,Fort Worth,TX,United States,collegescorecard.ed.gov
3000.0,7224.0,,,,Temple College,Temple,TX,United States,collegescorecard.ed.gov
,,,,,University of Texas Southwestern Medical Center,Dallas,TX,United States,collegescorecard.ed.gov
,,,,,The University of Texas Health Science Center at San Antonio,San Antonio,TX,United States,collegescorecard.ed.gov
,,,,,The University of Texas Medical Branch at Galveston,Galveston,TX,United States,collegescorecard.ed.gov
2476.0,5332.0,,,,Texarkana College,Texarkana,TX,United States,collegescorecard.ed.gov
9892.0,25746.0,0.9092,1050.0,19.0,Texas A&M University-Kingsville,Kingsville,TX,United States,collegescorecard.ed.gov
13154.0,40124.0,0.5743,1280.0,28.0,Texas A&M University-College Station,College Station,TX,United States,collegescorecard.ed.gov
11950.0,29582.0,0.799,1124.0,23.0,The University of Texas at Arlington,Arlington,TX,United States,collegescorecard.ed.gov
11688.0,44908.0,0.2664,1395.0,30.0,The University of Texas at Austin,Austin,TX,United States,collegescorecard.ed.gov
14644.0,40144.0,0.6513,1286.0,,The University of Texas at Dallas,Richardson,TX,United States,collegescorecard.ed.gov
9744.0,25502.0,0.9992,962.0,,The University of Texas at El Paso,El Paso,TX,United States,collegescorecard.ed.gov
9736.0,25494.0,0.9402,1114.0,22.0,The University of Texas at Tyler,Tyler,TX,United States,collegescorecard.ed.gov
,,,,,Texas Chiropractic College Foundation Inc,Pasadena,TX,United States,collegescorecard.ed.gov
61740.0,61740.0,0.4449,1298.0,29.0,Texas Christian University,Fort Worth,TX,United States,collegescorecard.ed.gov
10008.0,10008.0,,,,Texas College,Tyler,TX,United States,collegescorecard.ed.gov
,,,,,University of North Texas Health Science Center,Fort Worth,TX,United States,collegescorecard.ed.gov
36230.0,36230.0,0.9571,,,Texas Lutheran University,Seguin,TX,United States,collegescorecard.ed.gov
9236.0,21504.0,0.9489,1033.0,20.0,The University of Texas Permian Basin,Odessa,TX,United States,collegescorecard.ed.gov
9011.0,22051.0,0.8679,1105.0,22.0,The University of Texas at San Antonio,San Antonio,TX,United States,collegescorecard.ed.gov
9173.0,21473.0,0.9691,914.0,17.0,Texas Southern University,Houston,TX,United States,collegescorecard.ed.gov
11852.0,24451.0,0.7265,1190.0,26.0,Texas Tech University,Lubbock,TX,United States,collegescorecard.ed.gov
39582.0,39582.0,0.6916,1070.0,19.0,Texas Wesleyan University,Fort Worth,TX,United States,collegescorecard.ed.gov
8640.0,18480.0,0.9612,,21.0,Texas Woman's University,Denton,TX,United States,collegescorecard.ed.gov
53676.0,53676.0,0.2592,1416.0,31.0,Trinity University,San Antonio,TX,United States,collegescorecard.ed.gov
,,,,,The University of Texas Health Science Center at Houston,Houston,TX,United States,collegescorecard.ed.gov
,,,,,Texas Tech University Health Sciences Center,Lubbock,TX,United States,collegescorecard.ed.gov
2400.0,4512.0,,,,Tyler Junior College,Tyler,TX,United States,collegescorecard.ed.gov
,,,,,Universal Technical Institute of Texas Inc.,Houston,TX,United States,collegescorecard.ed.gov
,,,,,UCAS University of Cosmetology Arts & Sciences-McAllen,McAllen,TX,United States,collegescorecard.ed.gov
3720.0,6120.0,,,,Vernon College,Vernon,TX,United States,collegescorecard.ed.gov
,,,,,Victoria Beauty & Barber College,Victoria,TX,United States,collegescorecard.ed.gov
2976.0,5328.0,,,,Victoria College,Victoria,TX,United States,collegescorecard.ed.gov
,,,,,Vogue College of Cosmetology-McAllen,McAllen,TX,United States,collegescorecard.ed.gov
23782.0,23782.0,0.5596,,,Wayland Baptist University,Plainview,TX,United States,collegescorecard.ed.gov
5250.0,10860.0,,,,Weatherford College,Weatherford,TX,United States,collegescorecard.ed.gov
9101.0,10996.0,0.9868,1050.0,21.0,West Texas A & M University,Canyon,TX,United States,collegescorecard.ed.gov
3300.0,6150.0,,,,Western Texas College,Snyder,TX,United States,collegescorecard.ed.gov
3192.0,5904.0,,,,Wharton County Junior College,Wharton,TX,United States,collegescorecard.ed.gov
12500.0,12500.0,,,,Wiley University,Marshall,TX,United States,collegescorecard.ed.gov
,,,,,Bridgerland Technical College,Logan,UT,United States,collegescorecard.ed.gov
6688.0,6688.0,0.6778,1376.0,29.0,Brigham Young University,Provo,UT,United States,collegescorecard.ed.gov
6630.0,6630.0,0.4696,1130.0,24.0,Brigham Young University-Hawaii,Laie,HI,United States,collegescorecard.ed.gov
,,,,,Cameo College of Essential Beauty,Murray,UT,United States,collegescorecard.ed.gov
,,,,,Collectiv Academy,Sandy,UT,United States,collegescorecard.ed.gov
,,,,,Davis Technical College,Kaysville,UT,United States,collegescorecard.ed.gov
6306.0,18246.0,,,,Utah Tech University,Saint George,UT,United States,collegescorecard.ed.gov
,,,,,Evans Hairstyling College-Cedar City,Cedar City,UT,United States,collegescorecard.ed.gov
,,,,,Evans Hairstyling College-St George,Saint George,UT,United States,collegescorecard.ed.gov
,,,,,Paul Mitchell the School-Salt Lake City,Holladay,UT,United States,collegescorecard.ed.gov
16548.0,16548.0,,,,Eagle Gate College-Murray,Murray,UT,United States,collegescorecard.ed.gov
4004.0,4004.0,,,,Ensign College,Salt Lake City,UT,United States,collegescorecard.ed.gov
,,,,,Ogden-Weber Technical College,Ogden,UT,United States,collegescorecard.ed.gov
4338.0,14288.0,,,,Snow College,Ephraim,UT,United States,collegescorecard.ed.gov
6962.0,21192.0,0.8179,,23.0,Southern Utah University,Cedar City,UT,United States,collegescorecard.ed.gov
,,,,,Uintah Basin Technical College,Roosevelt,UT,United States,collegescorecard.ed.gov
9228.0,24802.0,0.9247,1187.0,25.0,Utah State University,Logan,UT,United States,collegescorecard.ed.gov
6507.0,18489.0,,,,Utah Valley University,Orem,UT,United States,collegescorecard.ed.gov
4426.0,14244.0,,,,Salt Lake Community College,Salt Lake City,UT,United States,collegescorecard.ed.gov
9620.0,30860.0,0.8598,1257.0,26.0,University of Utah,Salt Lake City,UT,United States,collegescorecard.ed.gov
6557.0,17545.0,,,,Weber State University,Ogden,UT,United States,collegescorecard.ed.gov
43528.0,43528.0,0.6657,1220.0,27.0,Westminster University,Salt Lake City,UT,United States,collegescorecard.ed.gov
66262.0,66262.0,0.4453,1364.0,,Bennington College,Bennington,VT,United States,collegescorecard.ed.gov
47850.0,47850.0,0.8292,1312.0,,Champlain College,Burlington,VT,United States,collegescorecard.ed.gov
6920.0,13640.0,,,,Community College of Vermont,Montpelier,VT,United States,collegescorecard.ed.gov
67600.0,67600.0,0.1075,1508.0,33.0,Middlebury College,Middlebury,VT,United States,collegescorecard.ed.gov
49740.0,49740.0,0.7444,1190.0,,Norwich University,Northfield,VT,United States,collegescorecard.ed.gov
,,,,,O'Briens Aveda Institute,Williston,VT,United States,collegescorecard.ed.gov
51450.0,51450.0,0.8451,1245.0,,Saint Michael's College,Colchester,VT,United States,collegescorecard.ed.gov
,,,,,SIT Graduate Institute,Brattleboro,VT,United States,collegescorecard.ed.gov
40760.0,40760.0,0.6667,,,Sterling College,Craftsbury Common,VT,United States,collegescorecard.ed.gov
,,,,,Vermont Law and Graduate School,South Royalton,VT,United States,collegescorecard.ed.gov
11952.0,22296.0,0.8167,,,Vermont State University,Randolph,VT,United States,collegescorecard.ed.gov
19058.0,45502.0,0.653,1374.0,31.0,University of Vermont,Burlington,VT,United States,collegescorecard.ed.gov
,,,,,Paul Mitchell the School-Roanoke,Roanoke,VA,United States,collegescorecard.ed.gov
14568.0,14568.0,0.5354,,,Advanced Technology Institute,Virginia Beach,VA,United States,collegescorecard.ed.gov
38550.0,38550.0,0.5659,1135.0,20.0,Averett University,Danville,VA,United States,collegescorecard.ed.gov
5646.0,12084.0,,,,Blue Ridge Community College,Weyers Cave,VA,United States,collegescorecard.ed.gov
26770.0,26770.0,0.5931,,,Bluefield University,Bluefield,VA,United States,collegescorecard.ed.gov
16090.0,16090.0,0.9172,1180.0,25.0,Bridgewater College,Bridgewater,VA,United States,collegescorecard.ed.gov
